"","x"
"935","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"936","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"937","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"938","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Mycenella"
"939","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_capitata"
"940","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chloridium; s__unidentified"
"941","k__Fungi; p__Ascomycota"
"942","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Acrospermales; f__Acrospermales_fam_Incertae_sedis; g__Leptodiscella; s__unidentified"
"943","k__Fungi; p__Ascomycota"
"944","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__unidentified"
"945","k__Fungi; p__Ascomycota"
"946","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_fatshederae"
"947","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariomycetes_ord_Incertae_sedis; f__Sordariomycetes_fam_Incertae_sedis; g__Xylomelasma"
"948","k__Fungi; p__Ascomycota"
"949","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"950","k__Fungi; p__Ascomycota"
"951","k__Fungi"
"952","k__Fungi; p__Ascomycota"
"953","k__Fungi; p__Ascomycota; c__Sordariomycetes"
"954","k__Fungi; p__Basidiomycota; c__Microbotryomycetes"
"955","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"956","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"957","k__Fungi; p__Ascomycota"
"958","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pleosporaceae"
"959","k__Fungi; p__Ascomycota"
"960","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Sordariaceae; g__unidentified; s__unidentified"
"961","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"962","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"963","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Leptosphaeriaceae; g__Leptosphaeria"
"964","k__Fungi; p__Ascomycota"
"965","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"966","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__unidentified; g__unidentified; s__unidentified"
"967","k__Fungi"
"968","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Schwanniomyces"
"969","k__Fungi; p__Ascomycota"
"970","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales"
"971","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae"
"972","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"973","k__Fungi; p__Ascomycota"
"974","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"975","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"976","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"977","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida"
"978","k__Fungi; p__Ascomycota"
"979","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"980","k__Fungi; p__Ascomycota"
"981","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"982","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"983","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"984","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"985","k__Fungi; p__Ascomycota"
"986","k__Fungi; p__Ascomycota"
"987","k__Fungi; p__Ascomycota"
"988","k__Fungi; p__Ascomycota"
"989","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"990","k__Fungi; p__Glomeromycota; c__Glomeromycetes"
"991","k__Fungi; p__Ascomycota"
"992","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"993","k__Fungi; p__Ascomycota"
"994","k__Fungi; p__Ascomycota"
"995","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"996","k__Fungi; p__Ascomycota"
"997","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"998","k__Fungi; p__Ascomycota"
"999","k__Fungi; p__Ascomycota"
"1000","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"1001","k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida; s__Candida_chilensis"
"1002","k__Fungi"
"1003","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Stephanosporaceae"
"1004","k__Fungi; p__Ascomycota"
"1005","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Sphaeropsis; s__Sphaeropsis_sapinea"
"1006","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__Glomus; s__unidentified"
"1007","k__Fungi; p__Ascomycota"
"1008","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"1009","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1010","k__Fungi; p__Ascomycota"
"1011","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"1012","k__Fungi"
"1013","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__unidentified"
"1014","k__Fungi; p__Ascomycota"
"1015","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_salmonis"
"1016","k__Fungi; p__Ascomycota"
"1017","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora; s__unidentified"
"1018","k__Fungi; p__Mucoromycota; c__Endogonomycetes; o__Endogonales; f__unidentified; g__unidentified; s__unidentified"
"1019","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Hyaloscyphaceae"
"1020","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__unidentified; s__unidentified"
"1021","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__unidentified; g__unidentified; s__unidentified"
"1022","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Cucurbitariaceae; g__Pyrenochaeta"
"1023","k__Fungi; p__Ascomycota"
"1024","k__Fungi; p__Ascomycota"
"1025","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"1026","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1027","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"1028","k__Fungi; p__Ascomycota"
"1029","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1030","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"1031","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria"
"1032","k__Fungi; p__Ascomycota"
"1033","k__Fungi; p__Ascomycota"
"1034","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium"
"1035","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__unidentified"
"1036","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus; s__unidentified"
"1037","k__Fungi; p__Ascomycota"
"1038","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"1039","k__Fungi"
"1040","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora"
"1041","k__Fungi; p__Ascomycota"
"1042","k__Fungi; p__Ascomycota"
"1043","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora; s__unidentified"
"1044","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1045","k__Fungi; p__Ascomycota"
"1046","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1047","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Knufia"
"1048","k__Fungi; p__Basidiomycota"
"1049","k__Fungi; p__Ascomycota"
"1050","k__Fungi; p__Ascomycota"
"1051","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1052","k__Fungi; p__Ascomycota"
"1053","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1054","k__Fungi; p__Ascomycota"
"1055","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Arthrodermataceae; g__Arthroderma"
"1056","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"1057","k__Fungi; p__Ascomycota"
"1058","k__Fungi; p__Ascomycota"
"1059","k__Fungi; p__Ascomycota"
"1060","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1061","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae; g__unidentified; s__unidentified"
"1062","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1063","k__Fungi; p__Ascomycota"
"1064","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Glomerellaceae; g__Colletotrichum; s__Colletotrichum_anthrisci"
"1065","k__Fungi"
"1066","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae"
"1067","k__Fungi; p__Chytridiomycota; c__Rhizophydiomycetes; o__Rhizophydiales; f__Rhizophydiaceae; g__Rhizophydium; s__unidentified"
"1068","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1069","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Calvatia"
"1070","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales"
"1071","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Preussia"
"1072","k__Fungi; p__Ascomycota"
"1073","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
"1074","k__Fungi; p__Ascomycota"
"1075","k__Fungi; p__Ascomycota"
"1076","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"1077","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Tetracladium; s__unidentified"
"1078","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1079","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__unidentified; g__unidentified; s__unidentified"
"1080","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1081","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae"
"1082","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Podoscyphaceae; g__Abortiporus; s__Abortiporus_biennis"
"1083","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Myrothecium; s__unidentified"
"1084","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; s__unidentified"
"1085","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1086","k__Fungi; p__Ascomycota"
"1087","k__Fungi; p__Ascomycota"
"1088","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Tulostoma"
"1089","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales"
"1090","k__Fungi; p__Ascomycota"
"1091","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Arthrobotrys"
"1092","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae"
"1093","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1094","k__Fungi; p__Ascomycota"
"1095","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1096","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1097","k__Fungi; p__Ascomycota"
"1098","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1099","k__Fungi; p__Basidiomycota; c__Agaricomycetes"
"1100","k__Fungi; p__Ascomycota"
"1101","k__Fungi; p__Ascomycota"
"1102","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1103","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_salmonis"
"1104","k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1105","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora"
"1106","k__Fungi; p__Ascomycota"
"1107","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"1108","k__Fungi; p__Ascomycota"
"1109","k__Fungi; p__Ascomycota"
"1110","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1111","k__Fungi; p__Ascomycota"
"1112","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma"
"1113","k__Fungi; p__Ascomycota"
"1114","k__Fungi; p__Ascomycota"
"1115","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Erysiphales; f__Erysiphaceae; g__Podosphaera"
"1116","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1117","k__Fungi; p__Ascomycota"
"1118","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales"
"1119","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1120","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__unidentified; s__unidentified"
"1121","k__Fungi; p__Chytridiomycota"
"1122","k__Fungi; p__Ascomycota"
"1123","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1124","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1125","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1126","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Astraeaceae; g__Astraeus"
"1127","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1128","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Schizothecium; s__Schizothecium_inaequale"
"1129","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae; g__Peziza; s__unidentified"
"1130","k__Fungi; p__Ascomycota"
"1131","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified"
"1132","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1133","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1134","k__Fungi; p__Ascomycota"
"1135","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1136","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Filobasidiales; f__Filobasidiaceae; g__Filobasidium; s__Filobasidium_magnum"
"1137","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma"
"1138","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__unidentified; g__unidentified; s__unidentified"
"1139","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Physalacriaceae; g__Xerula; s__Xerula_strigosa"
"1140","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1141","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1142","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella"
"1143","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1144","k__Fungi; p__Ascomycota"
"1145","k__Fungi; p__Ascomycota"
"1146","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Clavulinaceae; g__Membranomyces; s__unidentified"
"1147","k__Fungi; p__Ascomycota"
"1148","k__Fungi; p__Ascomycota"
"1149","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified"
"1150","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Pluteaceae; g__Pluteus; s__unidentified"
"1151","k__Fungi"
"1152","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Leucoagaricus; s__Leucoagaricus_leucothites"
"1153","k__Fungi; p__Ascomycota"
"1154","k__Fungi; p__Ascomycota"
"1155","k__Fungi; p__Ascomycota"
"1156","k__Fungi; p__Ascomycota"
"1157","k__Fungi; p__Ascomycota"
"1158","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma"
"1159","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Serendipitaceae"
"1160","k__Fungi; p__Basidiomycota; c__Agaricostilbomycetes; o__Agaricostilbales; f__Chionosphaeraceae; g__Kurtzmanomyces"
"1161","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1162","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Trichosporon; s__unidentified"
"1163","k__Fungi; p__Ascomycota"
"1164","k__Fungi; p__Ascomycota"
"1165","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae"
"1166","k__Fungi; p__Ascomycota"
"1167","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Thelonectria"
"1168","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__unidentified; s__unidentified"
"1169","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__unidentified"
"1170","k__Fungi; p__Ascomycota"
"1171","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae"
"1172","k__Fungi; p__Ascomycota"
"1173","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"1174","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1175","k__Fungi; p__Ascomycota"
"1176","k__Fungi; p__Ascomycota"
"1177","k__Fungi; p__Ascomycota"
"1178","k__Fungi; p__Ascomycota"
"1179","k__Fungi; p__Ascomycota"
"1180","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified"
"1181","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Auriscalpiaceae; g__Lentinellus"
"1182","k__Fungi; p__Ascomycota"
"1183","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Cercophora"
"1184","k__Fungi; p__Ascomycota; c__Leotiomycetes"
"1185","k__Fungi; p__Ascomycota"
"1186","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metarhizium; s__Metarhizium_marquandii"
"1187","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__unidentified"
"1188","k__Fungi; p__Ascomycota"
"1189","k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__Orbilia; s__unidentified"
"1190","k__Fungi; p__Ascomycota"
"1191","k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__unidentified"
"1192","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Claussenomyces; s__unidentified"
"1193","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Hypomyces"
"1194","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pezizaceae"
"1195","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified"
"1196","k__Fungi; p__Ascomycota"
"1197","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales"
"1198","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__unidentified"
